brian,BPName,Account#,Contract#,ContractStartDt,ContractEndDt,Rate,Premise#,PremiseAddress,UsageMonth,Invoice#,Bill#,BillPeriodStartDate,BillPeriodEndDate,BillPeriodDays,BillAmount,kWhQty,BilledkW,ActualkW,BLC,Meter#
10484535,BOISE STATE UNIVERSITY,2206230613,30465312,2/28/2013,NULL,I19P,60221345,1910 UNIVERSITY DR /BOISE ID 83725-0002,202201,6052546838,1468088206,12/1/2021,12/31/2021,31,87531.64,1389926,2822,2822,3442,9080131
10484535,BOISE STATE UNIVERSITY,2206230613,30465360,2/28/2013,NULL,I19P,60039965,1830 UNIVERSITY DR /BOISE ID 83725-0002,202201,6052546838,1529259684,12/1/2021,12/31/2021,31,94488.53,1551912,2808,2808,3996,10090219
10255635,BOISE STATE UNIVERSITY,2200469662,32584879,10/25/2017,NULL,I01,60153265,2016 W BOISE AVE 2 /BOISE ID 83706-3108,202201,6558198433,1115343182,12/24/2021,1/24/2022,32,17.34,128,NULL,4,NULL,10290814
10255635,BOISE STATE UNIVERSITY,2200547103,32579093,9/28/2017,NULL,I01,60409969,1843 W UNIVERSITY DR BLDG 369 /BOISE ID 83706-3020,202201,6573516206,1054121045,11/30/2021,12/29/2021,30,88.35,879,NULL,6,NULL,10320376
10484535,BOISE STATE UNIVERSITY,2204654137,30359731,12/24/2002,NULL,I09S,60420117,1023 GRANT AVE /BOISE ID 83706-3241,202201,6527562669,1575157546,12/24/2021,1/24/2022,32,186.93,1620,6,5.8,15,10340450
10255635,BOISE STATE UNIVERSITY,2223504115,32582173,10/25/2017,NULL,I01,60504579,1311 S CHRISWAY DR 310 /BOISE ID 83706-4181,202201,6067860335,1513962195,12/24/2021,1/24/2022,32,34.75,312,NULL,6,NULL,10744496
10484535,BOISE STATE UNIVERSITY,2204654137,33077121,10/26/2021,NULL,I09S,60472570,1114 S MANITOU AVE CT /BOISE ID 83706-3256,202201,6527562669,1115343275,12/24/2021,1/24/2022,32,1220.19,17460,51,50.8,49,10894900
10484535,BOISE STATE UNIVERSITY,2204654137,30274587,1/31/1989,NULL,I09S,60085725,50 N 520 E /JEROME ID 83338-0000,202201,6527562669,1575154579,12/22/2021,1/19/2022,29,402.16,5412,11.00,11.22,12,12093493
10484535,BOISE STATE UNIVERSITY,2204654137,33076930,10/26/2021,NULL,I07,60121147,1031 LINCOLN AVE /BOISE ID 83706-3281,202201,6527562669,1100049722,12/24/2021,1/24/2022,32,66.48,510,NULL,1.00,NULL,13440624
10255635,BOISE STATE UNIVERSITY,2200547103,32791747,5/8/2019,NULL,I01,60529174,1923 Yale Ct garage /BOISE ID 83716,202201,6573516206,1130595265,11/30/2021,12/29/2021,30,105.53,1047,NULL,5,NULL,13826162
10255635,BOISE STATE UNIVERSITY,2200547103,32579991,10/25/2017,NULL,I01,60141420,1813 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1544549245,12/24/2021,1/24/2022,32,83.71,827,NULL,11,NULL,19410537
10484535,BOISE STATE UNIVERSITY,2204654137,33076900,10/26/2021,NULL,I09S,60191272,1112 S MANITOU AVE SHOP /BOISE ID 83706-3256,202201,6527562669,1115343184,12/24/2021,1/24/2022,32,255.95,2548,10,10.31,10,20049896
10255635,BOISE STATE UNIVERSITY,2200547103,32857305,11/1/2019,NULL,I01,60247756,1833 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1069455145,12/24/2021,1/24/2022,32,98.75,973,NULL,13,NULL,20653789
10484535,BOISE STATE UNIVERSITY,2204654137,33076906,10/26/2021,NULL,I09S,60134536,1129 S EUCLID AVE /BOISE ID 83706-3237,202201,6527562669,1468089941,12/24/2021,1/24/2022,32,639.55,8500,32,31.6,32,21262879
10484535,BOISE STATE UNIVERSITY,2206230613,33078136,9/1/2021,NULL,I09P,60338347,220 E PARKCENTER BLVD /BOISE ID 83706-3940,202201,6052546838,1100048057,12/1/2021,12/31/2021,31,4879.13,62081,142.00,142.08,215,21862645
10484535,BOISE STATE UNIVERSITY,2204654137,33077048,10/26/2021,NULL,I09S,60582616,1029 MANITOU AVE 1/2 /BOISE ID 83706-3253,202201,6527562669,1130633675,12/24/2021,1/24/2022,32,247.72,2393,8,7.85,8,22202725
10484535,BOISE STATE UNIVERSITY,2206230613,30465260,2/28/2013,NULL,I19P,60482506,1090 S GRANT AVE /BOISE ID 83706-3242,202201,6052546838,1054158495,12/1/2021,12/31/2021,31,52728.77,835752,1516.00,1516.00,2523,29864571
10484535,BOISE STATE UNIVERSITY,2204654137,33082607,11/4/2021,NULL,I09S,60053716,5498 W ALBATROS LN 105 /BOISE ID 83705,202201,6527562669,1544546759,12/23/2021,1/21/2022,30,73.47,540,4.00,3.60,5,36052464
10484535,BOISE STATE UNIVERSITY,2201019821,33076702,10/26/2021,NULL,I09S,60008648,1305 S CHRISWAY DR HSE-E /BOISE ID 83706-4266,202201,6159761347,1513961829,12/24/2021,1/24/2022,32,324.55,3840,9,8.8,9,36052612
10484535,BOISE STATE UNIVERSITY,2201019821,33076696,10/26/2021,NULL,I09S,60111218,1301 S CHRISWAY DR HSE-F /BOISE ID 83706-4274,202201,6159761347,1145915369,12/24/2021,1/24/2022,32,343.67,4200,8,8,9,36052614
10484535,BOISE STATE UNIVERSITY,2201019821,33076712,10/26/2021,NULL,I09S,60424728,1309 S CHRISWAY DR HSE-C /BOISE ID 83706-4187,202201,6159761347,1176473180,12/24/2021,1/24/2022,32,519.97,7520,16,16,18,36052635
10484535,BOISE STATE UNIVERSITY,2204654137,33077011,10/26/2021,NULL,I09S,60014316,2235 W UNIVERSITY DR HSE /BOISE ID 83706-3028,202201,6527562669,1100050467,12/24/2021,1/24/2022,32,227.04,2004,3.00,3.16,2,36116237
10484535,BOISE STATE UNIVERSITY,2204654137,33076995,10/26/2021,NULL,I09S,60441077,2201 W UNIVERSITY DR HSE /BOISE ID 83706-3028,202201,6527562669,1468089877,12/24/2021,1/24/2022,32,228.17,2025,5.00,5.20,5,36116242
10484535,BOISE STATE UNIVERSITY,2201019821,33076704,10/26/2021,NULL,I09S,60001981,1307 S CHRISWAY DR HSE-D /BOISE ID 83706-4258,202201,6159761347,1559845465,12/24/2021,1/24/2022,32,420.14,5640,12,11.6,12,36116305
10484535,BOISE STATE UNIVERSITY,2201019821,33076718,10/26/2021,NULL,I09S,60349546,1313 S CHRISWAY DR /BOISE ID 83706-3365,202201,6159761347,1483384597,12/24/2021,1/24/2022,32,396.77,5200,13,12.8,15,36116353
10484535,BOISE STATE UNIVERSITY,2201019821,33076719,10/26/2021,NULL,I09S,60420353,1313 S CHRISWAY DR HSE-A /BOISE ID 83706-3365,202201,6159761347,1529262104,12/24/2021,1/24/2022,32,490.23,6960,15,14.8,14,36116444
10484535,BOISE STATE UNIVERSITY,2204654137,33076987,10/1/2021,NULL,I09S,60012585,415 E WARM SPRINGS AVE /BOISE ID 83712-6238,202201,6527562669,1069418776,12/1/2021,12/30/2021,30,269.32,2800,11.00,11.20,16,36128991
10484535,BOISE STATE UNIVERSITY,2204654137,33077016,10/26/2021,NULL,I09S,60105930,2249 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1575157662,12/24/2021,1/24/2022,32,820.13,12000,32.00,32.00,27,36129041
10484535,BOISE STATE UNIVERSITY,2201019821,30100200,6/21/2012,NULL,I09S,60164538,1104 S LINCOLN 329 /BOISE ID 83725-0001,202201,6159761347,1483384349,12/24/2021,1/24/2022,32,1357.3,19360,58,58,53,36209851
10484535,BOISE STATE UNIVERSITY,2201019821,30100195,6/21/2012,NULL,I09S,60492813,1107 S LINCOLN AVE 331 /BOISE ID 83706,202201,6159761347,1191740084,12/24/2021,1/24/2022,32,1440.78,20720,60,60,55,36263556
10484535,BOISE STATE UNIVERSITY,2204654137,30283032,9/22/2004,NULL,I09S,60007084,2207 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1176473513,12/24/2021,1/24/2022,32,201.84,1762,5.00,5.13,5,36265997
10484535,BOISE STATE UNIVERSITY,2204654137,30359787,11/2/2000,NULL,I09S,60420140,1019 GRANT AVE /BOISE ID 83706-3241,202201,6527562669,1452828297,12/24/2021,1/24/2022,32,940.61,14480,27.00,27.20,38,36266089
10484535,BOISE STATE UNIVERSITY,2204654137,33076996,10/26/2021,NULL,I09S,60105552,2223 W UNIVERSITY DR A /BOISE ID 83706-3028,202201,6527562669,1130632408,12/24/2021,1/24/2022,32,148.79,1257,4.00,3.82,4,36272790
10484535,BOISE STATE UNIVERSITY,2204654137,33077127,10/26/2021,NULL,I09S,60010212,2500 W BOISE AVE BLDG 362 /BOISE ID 83706-2901,202201,6527562669,1000371424,12/24/2021,1/24/2022,32,16.74,0,0.00,0.00,1,36332653
10484535,BOISE STATE UNIVERSITY,2204654137,33077034,10/2/2021,NULL,I09S,60439745,301 S CAPITOL BLVD B /BOISE ID 83702-7101,202201,6527562669,1468053259,12/2/2021,1/3/2022,33,517.16,7467,19.00,19.08,19,36371561
10484535,BOISE STATE UNIVERSITY,2204654137,33077123,10/26/2021,NULL,I09S,60319569,2209 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1115343498,12/24/2021,1/24/2022,32,45.84,277,2.00,1.61,3,36371574
10484535,BOISE STATE UNIVERSITY,2204654137,30359815,9/30/2010,NULL,I09S,60401250,2203 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1590775086,12/24/2021,1/24/2022,32,164.33,1405,2.00,2.20,8,36371623
10484535,BOISE STATE UNIVERSITY,2204654137,33077008,10/26/2021,NULL,I09S,60212562,2231 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1145915222,12/24/2021,1/24/2022,32,50.57,322,5.00,4.77,5,36371685
10484535,BOISE STATE UNIVERSITY,2201019821,33076701,10/26/2021,NULL,I09S,60179461,1303 S CHRISWAY DR HSE-G /BOISE ID 83706-4270,202201,6159761347,1069454969,12/24/2021,1/24/2022,32,409.53,5440,11,11.2,11,36373800
10484535,BOISE STATE UNIVERSITY,2204654137,33077125,10/26/2021,NULL,I09S,60211961,2239 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1130632196,12/24/2021,1/24/2022,32,53.51,350,3.00,3.40,4,36451446
10484535,BOISE STATE UNIVERSITY,2204654137,30274664,6/26/2006,NULL,I09S,60271907,517 W HIGHLAND ST /BOISE ID 83706-3927,202201,6527562669,1468092274,12/28/2021,1/25/2022,29,58.75,400,10.00,10.00,16,36451735
10484535,BOISE STATE UNIVERSITY,2204654137,30274693,8/14/1995,NULL,I09S,60324541,1830 BEACON ST /BOISE ID 83706-0000,202201,6527562669,1559845385,12/24/2021,1/24/2022,32,593,8080,23,23.2,48,36451910
10484535,BOISE STATE UNIVERSITY,2204654137,33077041,11/18/2021,NULL,I09S,60455861,5475 W GAGE ST A /BOISE ID 83706-1547,202201,6527562669,1590764832,12/17/2021,1/18/2022,33,490.13,6660,23.00,22.80,22,41042231
10484535,BOISE STATE UNIVERSITY,2204654137,33077124,10/26/2021,NULL,I09S,60116188,2237 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1176473201,12/24/2021,1/24/2022,32,137.55,1150,5.00,5.20,6,41069382
10484535,BOISE STATE UNIVERSITY,2204654137,33077122,10/26/2021,NULL,I09S,60319569,2209 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1161182208,12/24/2021,1/24/2022,32,96.26,757,1.00,1.49,1,41082523
10484535,BOISE STATE UNIVERSITY,2201019821,30100190,6/21/2012,NULL,I09S,60410136,1103 S LINCOLN AVE 328 /BOISE ID 83706,202201,6159761347,1069454802,12/24/2021,1/24/2022,32,1845.1,26320,79,79.2,74,41125290
10484535,BOISE STATE UNIVERSITY,2204654137,30283003,6/24/2008,NULL,I09S,60409634,2245 W UNIVERSITY DR A /BOISE ID 83706-3028,202201,6527562669,1100050047,12/24/2021,1/24/2022,32,221.7,1951,9.00,9.36,13,45581752
10484535,BOISE STATE UNIVERSITY,2204654137,33077022,10/26/2021,NULL,I09S,60020355,2710 W BOISE AVE /BOISE ID 83706-2943,202201,6527562669,1590775053,12/24/2021,1/24/2022,32,473.24,6640,16.00,16.00,18,50349433
10484535,BOISE STATE UNIVERSITY,2204654137,33077012,10/26/2021,NULL,I09S,60200584,2241 W UNIVERSITY DR HSE /BOISE ID 83706-3028,202201,6527562669,1069455261,12/24/2021,1/24/2022,32,144.37,1215,4.00,4.02,4,50502497
10484535,BOISE STATE UNIVERSITY,2204654137,30274721,9/30/2010,NULL,I09S,60401250,2203 W UNIVERSITY DR /BOISE ID 83706-3028,202201,6527562669,1191740042,12/24/2021,1/24/2022,32,44.36,263,2.00,1.62,3,52462847
10484535,BOISE STATE UNIVERSITY,2201019821,30100211,6/21/2012,NULL,I09S,60100230,1102 S LINCOLN AVE 327 /BOISE ID 83706-3305,202201,6159761347,1130632550,12/24/2021,1/24/2022,32,2051.05,30000,82,81.6,71,52747069
10484535,BOISE STATE UNIVERSITY,2201019821,30100209,6/21/2012,NULL,I09S,60256048,1100 S LINCOLN 326 /BOISE ID 83725-0001,202201,6159761347,1069455263,12/24/2021,1/24/2022,32,718.58,9200,40,40,37,53610644
10484535,BOISE STATE UNIVERSITY,2204654137,33077019,10/26/2021,NULL,I09S,60540480,2249 W UNIVERSITY DR VIVARIUM /BOISE ID 83706-3028,202201,6527562669,1513963369,12/24/2021,1/24/2022,32,1903.05,30080,51.00,51.20,61,55077897
10484535,BOISE STATE UNIVERSITY,2204654137,33076983,9/30/2021,NULL,I09S,60332875,150 S BROADWAY AVE /BOISE ID 83702-7209,202201,6527562669,1544509289,11/30/2021,12/29/2021,30,2369.57,33440,96,96,139,55077997
10484535,BOISE STATE UNIVERSITY,2204654137,30274650,5/17/2001,NULL,I09S,60335843,950 S LUSK ST /BOISE ID 83706-2831,202201,6527562669,1145915082,12/24/2021,1/24/2022,32,2615.02,35440,129.00,128.80,128,58162343
10484535,BOISE STATE UNIVERSITY,2204654137,30274921,10/31/2002,NULL,I07,60253812,DEER POINT /BOISE ID 83702,202201,6527562669,1191707414,12/2/2021,1/3/2022,33,13.06,68,NULL,0.00,NULL,58949188
10484535,BOISE STATE UNIVERSITY,2204654137,33076999,10/26/2021,NULL,I09S,60070046,2225 W UNIVERSITY DR B /BOISE ID 83706-3028,202201,6527562669,1130632224,12/24/2021,1/24/2022,32,289.39,3178,14.00,13.57,14,62413276
10484535,BOISE STATE UNIVERSITY,2201019821,30100205,6/21/2012,NULL,I09S,60333999,1106 S LINCOLN 330 /BOISE ID 83725-0001,202201,6159761347,1575157932,12/24/2021,1/24/2022,32,700.69,9360,34,34,38,62715013
10484535,BOISE STATE UNIVERSITY,2204654137,33077024,10/2/2021,NULL,I09S,60522954,301 S CAPITOL BLVD A /BOISE ID 83702-7101,202201,6527562669,1559810439,12/2/2021,1/3/2022,33,470.86,5105,35.00,35.20,30,64753843
10484535,BOISE STATE UNIVERSITY,2204654137,30274831,6/23/2006,NULL,I09S,60409612,1375 BELMONT ST /BOISE ID 83706-3227,202201,6527562669,1069455231,12/24/2021,1/24/2022,32,290.78,3204,13,12.51,13,66501112
10484535,BOISE STATE UNIVERSITY,2204654137,33077002,10/26/2021,NULL,I09S,60441062,2225 W UNIVERSITY DR C /BOISE ID 83706-3028,202201,6527562669,1483384714,12/24/2021,1/24/2022,32,279.57,2993,7.00,7.16,12,66505485
10484535,BOISE STATE UNIVERSITY,2204654137,30274958,3/27/2002,NULL,I09S,60253786,2065 UNIVERSITY DR /BOISE ID 83706-3024,202201,6527562669,1100050473,12/24/2021,1/24/2022,32,177.46,1530,8.00,8.36,11,66507186
10484535,BOISE STATE UNIVERSITY,2201019821,33076715,10/26/2021,NULL,I09S,60369006,1311 S CHRISWAY DR HSE-B /BOISE ID 83706-4181,202201,6159761347,1468090264,12/24/2021,1/24/2022,32,418.01,5600,11,11.2,12,66508041
10484535,BOISE STATE UNIVERSITY,2204654137,32687505,7/12/2018,NULL,I07,60045860,1029 MANITOU AVE /BOISE ID 83706-3253,202201,6527562669,1513962251,12/24/2021,1/24/2022,32,9.12,33,NULL,3,NULL,66509169
10484535,BOISE STATE UNIVERSITY,2204654137,32687504,7/13/2018,NULL,I07,60304940,1426 W BELMONT ST /BOISE ID 83706-3229,202201,6527562669,1513962119,12/24/2021,1/24/2022,32,71.29,549,NULL,2,NULL,66509171
10484535,BOISE STATE UNIVERSITY,2201019821,33076690,10/26/2021,NULL,I09S,60075310,917 ISLAND AVE /BOISE ID 83706-2822,202201,6159761347,1483384679,12/24/2021,1/24/2022,32,229.76,2055,12.00,11.70,12,66509940
10255635,BOISE STATE UNIVERSITY,2200547103,32791750,5/8/2019,NULL,I01,60066837,1708 W POTTER DR /BOISE ID 83706-3145,202201,6573516206,1100050052,12/24/2021,1/24/2022,32,126.08,1238,NULL,10,NULL,66515488
10255635,BOISE STATE UNIVERSITY,2200469662,32584883,10/25/2017,NULL,I01,60078630,1962 W BOISE AVE 2 /BOISE ID 83706-3104,202201,6558198433,1176473117,12/24/2021,1/24/2022,32,233.39,2255,NULL,10,NULL,66525508
10484535,BOISE STATE UNIVERSITY,2204654137,30366008,5/17/2001,NULL,I07,60233668,1873 W UNIVERSITY DR /BOISE ID 83706-3020,202201,6527562669,1115343178,12/24/2021,1/24/2022,32,96.37,753,NULL,11,NULL,66526285
10255635,BOISE STATE UNIVERSITY,2223504115,32582604,10/25/2017,NULL,I01,60145708,1313 S CHRISWAY DR 208 /BOISE ID 83706-3365,202201,6067860335,1575157854,12/24/2021,1/24/2022,32,55.08,527,NULL,5,NULL,66532587
10484535,BOISE STATE UNIVERSITY,2204654137,33076985,10/26/2021,NULL,I09S,60100539,1507 OAKLAND AVE TENIS /BOISE ID 83706-3446,202201,6527562669,1452828104,12/24/2021,1/24/2022,32,1090.58,14960,51,51.2,52,66532737
10255635,BOISE STATE UNIVERSITY,2201686439,32578728,10/25/2017,NULL,I01,60245819,2550 W BOISE AVE 104 /BOISE ID 83706-2934,202201,6588868439,1483384357,12/24/2021,1/24/2022,32,11.75,69,NULL,1.00,NULL,66536649
10631821,BSU ACCOUNTS PAYABLE,2225450564,32947241,8/7/2020,NULL,I01,60023680,1837 W POTTER DR /BOISE ID 83706-3146,202201,6481600090,1191739737,12/24/2021,1/24/2022,32,39.37,361,NULL,5,NULL,66564369
10484535,BOISE STATE UNIVERSITY,2204654137,33076984,10/26/2021,NULL,I09S,60124551,1507 OAKLAND AVE CONSN /BOISE ID 83706-3446,202201,6527562669,1161182472,12/24/2021,1/24/2022,32,120.32,986,5,4.74,9,66568819
10484535,BOISE STATE UNIVERSITY,2204654137,32711834,8/9/2018,NULL,I09S,60580378,1311 W BELMONT ST BLDG 390 /BOISE ID 83706,202201,6527562669,1130633620,12/24/2021,1/24/2022,32,1122.13,14640,60.00,60.40,59,66574401
10484535,BOISE STATE UNIVERSITY,2204654137,33077129,11/18/2021,NULL,I09S,60204940,960 S BROADWAY AVE /BOISE ID 83706-3600,202201,6527562669,1544539101,12/17/2021,1/18/2022,33,4810.94,75360,141.00,140.80,148,68296175
10484535,BOISE STATE UNIVERSITY,2204654137,33077004,10/26/2021,NULL,I09S,60111863,2229 W UNIVERSITY DR HSE /BOISE ID 83706-3028,202201,6527562669,1054160495,12/24/2021,1/24/2022,32,113.59,922,6.00,6.34,7,69650870
10484535,BOISE STATE UNIVERSITY,2204654137,33077044,11/18/2021,NULL,I09S,60542532,5475 W GAGE ST B /BOISE ID 83706-1547,202201,6527562669,1483375611,12/17/2021,1/18/2022,33,984.37,15947,23.00,23.34,23,71365791
10484535,BOISE STATE UNIVERSITY,2204654137,33077128,10/26/2021,NULL,I09S,60567004,1801 W UNIVERSITY DR MSBA DINING TI /BOISE ID 83706-3020,202201,6527562669,1145916396,12/24/2021,1/24/2022,32,2467.54,34160,116,116,109,74857292
10484535,BOISE STATE UNIVERSITY,2204654137,33077014,10/26/2021,NULL,I09S,60316586,2245 W UNIVERSITY DR BSU /BOISE ID 83706-3028,202201,6527562669,1468090192,12/24/2021,1/24/2022,32,249.57,2428,5.00,4.63,5,74857373
10255635,BOISE STATE UNIVERSITY,2201686439,33076810,10/26/2021,NULL,I01,60063015,2530 W BOISE AVE HSE /BOISE ID 83706-2990,202201,6588868439,1130632447,12/24/2021,1/24/2022,32,36.55,331,NULL,1.00,NULL,75061601
10484535,BOISE STATE UNIVERSITY,2204654137,30274901,12/24/2008,NULL,I09S,60315910,1885 W UNIVERSITY DR /BOISE ID 83706-3020,202201,6527562669,1176473261,12/24/2021,1/24/2022,32,87.95,678,4,4.17,6,75322761
10255635,BOISE STATE UNIVERSITY,2223504115,32582188,10/25/2017,NULL,I01,60316552,1313 S CHRISWAY DR 210 /BOISE ID 83706-3365,202201,6067860335,1069455258,12/24/2021,1/24/2022,32,30.1,263,NULL,6,NULL,75324346
10255635,BOISE STATE UNIVERSITY,2200469662,32585628,10/25/2017,NULL,I01,60059522,2652 W BOISE AVE 5 /BOISE ID 83706-2957,202201,6558198433,1161182614,12/24/2021,1/24/2022,32,153.48,1504,NULL,5.00,NULL,75326227
10255635,BOISE STATE UNIVERSITY,2200469662,32585327,10/25/2017,NULL,I01,60093390,2652 W BOISE AVE 3 /BOISE ID 83706-2957,202201,6558198433,1115343235,12/24/2021,1/24/2022,32,201.93,1974,NULL,4.00,NULL,75326228
10255635,BOISE STATE UNIVERSITY,2200469662,32584888,10/25/2017,NULL,I01,60100185,2652 W BOISE AVE 1 /BOISE ID 83706-2957,202201,6558198433,1084747236,12/24/2021,1/24/2022,32,100.7,992,NULL,3.00,NULL,75326229
10255635,BOISE STATE UNIVERSITY,2200469662,32585611,10/25/2017,NULL,I01,60063354,2652 W BOISE AVE 2 /BOISE ID 83706-2957,202201,6558198433,1544549141,12/24/2021,1/24/2022,32,160.39,1571,NULL,11.00,NULL,75326230
10255635,BOISE STATE UNIVERSITY,2200469662,32585612,10/25/2017,NULL,I01,60243550,2652 W BOISE AVE 4 /BOISE ID 83706-2957,202201,6558198433,1191740006,12/24/2021,1/24/2022,32,96.17,948,NULL,1.00,NULL,75326235
10255635,BOISE STATE UNIVERSITY,2200469662,32585325,10/25/2017,NULL,I01,60377640,2652 W BOISE AVE 6 /BOISE ID 83706-2957,202201,6558198433,1115343558,12/24/2021,1/24/2022,32,111.54,1097,NULL,14.00,NULL,75326238
10255635,BOISE STATE UNIVERSITY,2201686439,32578385,10/25/2017,NULL,I01,60202443,2570 W BOISE AVE 202 /BOISE ID 83706-2948,202201,6588868439,1498669190,12/24/2021,1/24/2022,32,23.76,196,NULL,2.00,NULL,75327779
10255635,BOISE STATE UNIVERSITY,2201686439,32578710,10/25/2017,NULL,I01,60297346,2570 W BOISE AVE 302 /BOISE ID 83706-2948,202201,6588868439,1590775489,12/24/2021,1/24/2022,32,27.37,234,NULL,5.00,NULL,75327780
10255635,BOISE STATE UNIVERSITY,2201686439,32578368,10/25/2017,NULL,I01,60052456,2570 W BOISE AVE 301 /BOISE ID 83706-2948,202201,6588868439,1483384639,12/24/2021,1/24/2022,32,40.22,370,NULL,4.00,NULL,75327781
10255635,BOISE STATE UNIVERSITY,2201686439,32578727,10/25/2017,NULL,I01,60243648,2570 W BOISE AVE 102 /BOISE ID 83706-2948,202201,6588868439,1115343298,12/24/2021,1/24/2022,32,44.86,419,NULL,3.00,NULL,75327782
10255635,BOISE STATE UNIVERSITY,2200469662,32585632,10/25/2017,NULL,I01,60442751,2654 W BOISE AVE 2 /BOISE ID 83706-2975,202201,6558198433,1452828307,12/24/2021,1/24/2022,32,186.78,1827,NULL,10.00,NULL,75327951
10255635,BOISE STATE UNIVERSITY,2200469662,32585344,10/25/2017,NULL,I01,60120506,2654 W BOISE AVE 6 /BOISE ID 83706-2976,202201,6558198433,1452827987,12/24/2021,1/24/2022,32,201.84,1973,NULL,13.00,NULL,75327952
10255635,BOISE STATE UNIVERSITY,2200469662,32585338,10/25/2017,NULL,I01,60315434,2654 W BOISE AVE 4 /BOISE ID 83706-2976,202201,6558198433,1176473573,12/24/2021,1/24/2022,32,225.27,2183,NULL,9.00,NULL,75327953
10255635,BOISE STATE UNIVERSITY,2200469662,32584868,10/25/2017,NULL,I01,60357311,2654 W BOISE AVE 5 /BOISE ID 83706-2976,202201,6558198433,1498668773,12/24/2021,1/24/2022,32,59.73,576,NULL,7.00,NULL,75327954
10255635,BOISE STATE UNIVERSITY,2200469662,32585335,10/25/2017,NULL,I01,60036652,2656 W BOISE AVE 1 /BOISE ID 83706-2959,202201,6558198433,1529261776,12/24/2021,1/24/2022,32,160.39,1571,NULL,5.00,NULL,75327955
10255635,BOISE STATE UNIVERSITY,2200469662,32585332,10/25/2017,NULL,I01,60010796,2656 W BOISE AVE 3 /BOISE ID 83706-2959,202201,6558198433,1483384382,12/24/2021,1/24/2022,32,105.87,1042,NULL,3.00,NULL,75327956
10255635,BOISE STATE UNIVERSITY,2200469662,32585300,10/25/2017,NULL,I01,60002620,2656 W BOISE AVE 2 /BOISE ID 83706-2959,202201,6558198433,1069455277,12/24/2021,1/24/2022,32,205.86,2011,NULL,8.00,NULL,75327957
10255635,BOISE STATE UNIVERSITY,2200469662,32585334,10/25/2017,NULL,I01,60005820,2656 W BOISE AVE 5 /BOISE ID 83706-2959,202201,6558198433,1544549054,12/24/2021,1/24/2022,32,177.08,1733,NULL,8.00,NULL,75327958
10255635,BOISE STATE UNIVERSITY,2200469662,32585302,10/25/2017,NULL,I01,60088074,2656 W BOISE AVE 4 /BOISE ID 83706-2959,202201,6558198433,1145915200,12/24/2021,1/24/2022,32,165.13,1617,NULL,13.00,NULL,75327959
10255635,BOISE STATE UNIVERSITY,2200469662,32584895,10/25/2017,NULL,I01,60183659,2656 W BOISE AVE 6 /BOISE ID 83706-2959,202201,6558198433,1191739654,12/24/2021,1/24/2022,32,78.45,774,NULL,7.00,NULL,75327960
10255635,BOISE STATE UNIVERSITY,2200469662,32585619,10/25/2017,NULL,I01,60314074,2654 W BOISE AVE 1 /BOISE ID 83706-2975,202201,6558198433,1054160186,12/24/2021,1/24/2022,32,162.35,1590,NULL,6.00,NULL,75327961
10255635,BOISE STATE UNIVERSITY,2200469662,32585629,10/25/2017,NULL,I01,60214462,2654 W BOISE AVE 3 /BOISE ID 83706-2975,202201,6558198433,1575157677,12/24/2021,1/24/2022,32,66.43,647,NULL,8.00,NULL,75327962
10255635,BOISE STATE UNIVERSITY,2201686439,32578724,10/25/2017,NULL,I01,60439645,2550 W BOISE AVE 204 /BOISE ID 83706-2934,202201,6588868439,1161182218,12/24/2021,1/24/2022,32,33.04,294,NULL,4.00,NULL,75328795
10255635,BOISE STATE UNIVERSITY,2201686439,33076831,10/26/2021,NULL,I01,60168350,2550 W BOISE AVE HSE /BOISE ID 83706-2987,202201,6588868439,1498669184,12/24/2021,1/24/2022,32,93.19,919,NULL,1.00,NULL,75328797
10255635,BOISE STATE UNIVERSITY,2201686439,32578394,10/25/2017,NULL,I01,60100249,2550 W BOISE AVE 303 /BOISE ID 83706-2934,202201,6588868439,1544549229,12/24/2021,1/24/2022,32,22.53,183,NULL,1.00,NULL,75328798
10255635,BOISE STATE UNIVERSITY,2200469662,32585306,10/25/2017,NULL,I01,60192393,2650 W BOISE AVE 4 /BOISE ID 83706-2956,202201,6558198433,1468090189,12/24/2021,1/24/2022,32,118.75,1167,NULL,8.00,NULL,75328799
10255635,BOISE STATE UNIVERSITY,2200469662,32584877,10/25/2017,NULL,I01,60458011,2650 W BOISE AVE 6 /BOISE ID 83706-2956,202201,6558198433,1468089926,12/24/2021,1/24/2022,32,198.53,1941,NULL,9.00,NULL,75328800
